created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Mon May 06 15:04:54 +0000 2024;1,7875E+18;@hafizi_sazali Harga sembako yang terkontrol menjaga keberlanjutan ketahanan pangan nasional.;0;0;0;0;in;1,68732E+18;1,78734E+18;adinata_stwn;https://twitter.com/adinata_stwn/status/1787498782655131787
Mon May 06 15:02:42 +0000 2024;1,7875E+18;@hafizi_sazali Harga sembako terjangkau menciptakan stabilitas sosial dan keamanan pangan.;0;0;0;0;in;1,6895E+18;1,78734E+18;yoni_kus24;https://twitter.com/yoni_kus24/status/1787498229241958429
Mon May 06 14:42:19 +0000 2024;1,78749E+18;YLKI menilai kenaikan HET beras SPHP saat ini tidak tepat mengingat beberapa harga bahan pangan kian melambung. https://t.co/5e9YRH6Ney;0;0;0;1;in;23343960;1,78749E+18;kompascom;https://twitter.com/kompascom/status/1787493098932916314
Mon May 06 14:04:01 +0000 2024;1,78748E+18;Resmi harga pangan naik dan harga minyak dunia naik. https://t.co/9H4U9fb8Cz;0;0;0;0;in;1,33721E+18;1,78748E+18;LUTHFANZGM_;https://twitter.com/LUTHFANZGM_/status/1787483458723565760
Mon May 06 13:52:45 +0000 2024;1,78748E+18;Harga Beras Naik, Kadis Ketapang Makassar:  Tidak Dipengaruhi Ketersediaan Pangan https://t.co/qP3yWbyBK3;0;0;0;0;in;1,59319E+18;1,78748E+18;KabarMakassarr;https://twitter.com/KabarMakassarr/status/1787480626075226127
Mon May 06 12:19:00 +0000 2024;1,78746E+18;@VexoPers @__PASMANTAP yoiiii minimal support petani lokal biar harga pangan murah wkwkw;0;0;0;0;in;1,73923E+18;1,78723E+18;_justiwin;https://twitter.com/_justiwin/status/1787457032758739098
Mon May 06 12:14:11 +0000 2024;1,78746E+18;Pantau Stabilitas Harga Pangan, Satgas Catat Kenaikan Bawang dan Beras #BNetwork https://t.co/mI6R1ipJ8W;0;0;0;0;in;154102750;1,78746E+18;Beritasatu;https://twitter.com/Beritasatu/status/1787455819614728428
Mon May 06 11:47:26 +0000 2024;1,78745E+18;Pemerintah Naikkan Harga Beras Bulog.12,500/Kg. . Kalimantan,13,500/kg Papua,13,500/kg Maluku,13,500/kg . Tunggu Petani Dari China. . Tikus Mati DiLumbung Pangan. https://t.co/HrPmP9DHzd;0;1;2;15;in;1,41416E+18;1,78745E+18;GaharuBambang;https://twitter.com/GaharuBambang/status/1787449090080702599
Mon May 06 10:55:35 +0000 2024;1,78744E+18;Bapanas pastikan harga dan stok pangan aman  #SembakoAman #Sembako https://t.co/g8W9NyPujX;0;1;0;1;in;1,5713E+18;1,78744E+18;bukanpejuangb;https://twitter.com/bukanpejuangb/status/1787436039973531752
Mon May 06 10:48:35 +0000 2024;1,78743E+18;@maryshelparaiso Upaya pemerintah dalam menjaga ketersediaan pangan juga melibatkan pengawasan terhadap praktik monopoli dan penimbunan pangan yang dapat mengganggu stabilitas harga.;0;0;0;0;in;1,41353E+18;1,78741E+18;menteriwidura;https://twitter.com/menteriwidura/status/1787434276520337906
Mon May 06 10:48:05 +0000 2024;1,78743E+18;@maryshelparaiso Dengan kebijakan yang terarah, pemerintah berupaya memastikan pasokan pangan yang cukup dan harga yang stabil, sehingga masyarakat dapat mengakses pangan dengan mudah dan terjangkau.;0;0;0;0;in;1,41353E+18;1,78741E+18;menteriwidura;https://twitter.com/menteriwidura/status/1787434154348642406
Mon May 06 10:07:28 +0000 2024;1,78742E+18;Data Harga Pangan: Bawang Merah hingga Cabai Turun, Beras Naik (6 Mei 2024) https://t.co/hMndIPk2gb;0;0;0;0;in;1,40535E+18;1,78742E+18;DataindonesiaId;https://twitter.com/DataindonesiaId/status/1787423932498460876
Mon May 06 10:00:33 +0000 2024;1,78742E+18;Berikut update harga komoditas pertanian di Provinsi Bali per tanggal 6 Mei 2024. Harga berikut merupakan rata-rata harga yg bersumber dari petugas PIP  Kabupaten/Kota Provinsi Bali.  *harga sewaktu-waktu dapat berubah   #updateharga #infoharga #DistanpanganBali https://t.co/5ZmvF2ncvh;0;0;0;0;in;1,14696E+18;1,78742E+18;distanpnganbali;https://twitter.com/distanpnganbali/status/1787422188565389348
Mon May 06 08:49:15 +0000 2024;1,7874E+18;@hrdbacot apakah dengan naikin harga pangan ini supaya mencapai pertumbuhan ekonomi??;0;0;0;0;in;1,32565E+18;1,78737E+18;weewooings;https://twitter.com/weewooings/status/1787404247329599736
Mon May 06 08:46:05 +0000 2024;1,7874E+18;@Maruahalsiahaa2 @luckylucky0971 Tumben gak nyalahin @PDI_Perjuangan .. Pdhl kl BBM naik, listrik mahal, pendidikan &amp  kesehatan sulit dijangkau, harga pangan mencekik, pajak melambung, utang meroket, ekonomi nyungsep, pdip yg selalu disalahin. Pdhl semua itu kebijakan Jokowi..;0;1;0;2;in;336989942;1,7873E+18;AzwarEko;https://twitter.com/AzwarEko/status/1787403449774330161
Mon May 06 08:16:35 +0000 2024;1,7874E+18;@glamgoddess11 Harga Pangan Aman;0;0;0;0;in;1,69386E+18;1,78734E+18;prestia_hilga;https://twitter.com/prestia_hilga/status/1787396024618955258
Mon May 06 08:14:58 +0000 2024;1,7874E+18;MAYORITAS harga pangan mengalami kenaikan harga di rata-rata wilayah Indonesia pada Senin (6/5).  https://t.co/UM57AcZF4K;0;0;0;0;in;68930552;1,7874E+18;mediaindonesia;https://twitter.com/mediaindonesia/status/1787395617586893231
Mon May 06 07:52:35 +0000 2024;1,78739E+18;Pantau Stabilitas Harga Pangan, Satgas Catat Kenaikan Bawang dan Beras https://t.co/fMV5Mvp0le #Buleleng #News #BeritaBuleleng #Hargapangan;0;0;0;0;in;7,98478E+17;1,78739E+18;balipuspanews;https://twitter.com/balipuspanews/status/1787389987056685363
Mon May 06 07:37:34 +0000 2024;1,78739E+18;@tvOneNews Gak usah ngemeng yg berat2 apalagi urusan dlm negeri org. Selesaikan sj urusan dlm negeri, sejahterakan rakyatmu dg harga2 yg terjanhkau, sejahterakan jg patani dg pupuk yg tersedia dn harga pangan yg berimbang.;0;0;0;1;in;2874493454;1,78735E+18;abikevinnajih;https://twitter.com/abikevinnajih/status/1787386208919970051
Mon May 06 07:37:28 +0000 2024;1,78739E+18;Update Harga Pangan Nasional, Senin (6/05/2024) 📊  #hargapangannasional #jagadtani https://t.co/hIJGmDz0ik;0;0;0;2;in;9,88681E+17;1,78739E+18;jagad_tani;https://twitter.com/jagad_tani/status/1787386180381933638
Mon May 06 07:26:06 +0000 2024;1,78738E+18;Harga beras di RI telah turun, tetapi masih di atas HET. Sementara FAO melaporkan indeks harga pangan dunia naik lagi. https://t.co/WEAM2edXZR #Ekonomi #AdadiKompas;0;0;0;0;in;155456716;1,78738E+18;KompasKlasika;https://twitter.com/KompasKlasika/status/1787383322836086965
Mon May 06 07:26:06 +0000 2024;1,78738E+18;Harga beras di RI telah turun, tetapi masih di atas HET. Sementara FAO melaporkan indeks harga pangan dunia naik lagi. https://t.co/wu83C3NqdU #Ekonomi #AdadiKompas;0;1;0;1;in;255866913;1,78738E+18;hariankompas;https://twitter.com/hariankompas/status/1787383321405891020
Mon May 06 05:53:01 +0000 2024;1,78736E+18;Ada alasan di balik naiknya harga beras Stabilisasi Pasokan dan Harga Pangan (SPHP). Apa itu? https://t.co/MeHqDJDfCY;0;0;0;0;in;135795460;1,78736E+18;detikfinance;https://twitter.com/detikfinance/status/1787359895198613594
Mon May 06 05:46:15 +0000 2024;1,78736E+18;ㅤ Bu, di sudut hatiku masih tertanam ketakutan. Ia bertopeng manis, dilanggengkan oleh perkara-perkara manusia saban hari dengan pedulinya untuk hidup. Perihal abu jalanan kota, macam-macam bunyi alas kaki di trotoar, sampai dilema soal harga pangan pakan yang naik-turun. ㅤ;0;1;2;0;in;1,56705E+18;1,78735E+18;karutahkam;https://twitter.com/karutahkam/status/1787358194949673252
Mon May 06 05:43:33 +0000 2024;1,78736E+18;Daftar Harga Pangan 6 Mei 2024: Bawang Putih hingga Telur Ayam Naik https://t.co/wYTtWqzMTL;0;0;0;0;in;41730943;1,78736E+18;VIVAcoid;https://twitter.com/VIVAcoid/status/1787357515153596644
Mon May 06 05:00:24 +0000 2024;1,78735E+18;Daftar Harga Bahan Pangan di Malang Hari Ini, 6 Mei 2024 - https://t.co/xerEmzzyFc https://t.co/oSvMRe5EAf;0;0;0;0;in;1,50395E+18;1,78735E+18;BlokaMedia;https://twitter.com/BlokaMedia/status/1787346654695465328
Mon May 06 05:00:24 +0000 2024;1,78735E+18;Cuaca buruk dampak perubahan iklim bisa mempengaruhi kenaikan harga pangan kita loh, Greeners!  Follow @mediahijaucom untuk tau tren terbaru #greenlifestyle dan #perubahaniklim 🌱  #genz #perubahaniklim #greenlifestyle #gayahiduphijau #gayahidupterbarukan #hargapangan #kenaikan https://t.co/g4v7ffah2K;0;0;0;0;in;1,74498E+18;1,78735E+18;mediahijaucom;https://twitter.com/mediahijaucom/status/1787346653176799411
Mon May 06 04:39:11 +0000 2024;1,78734E+18;Pantau Stabilitas Harga Pangan, Tim Satgas Ketahanan Pangan Buleleng Jajagi Pasar Anyar &amp  Banyuasri  https://t.co/2gzA2NLLoG https://t.co/u1WGSAnAO8;0;0;0;4;in;1,55918E+18;1,78734E+18;Pemkab_Buleleng;https://twitter.com/Pemkab_Buleleng/status/1787341314088198148
Mon May 06 04:21:01 +0000 2024;1,78734E+18;Harga2 pangan di Indonesia telah naik 7,4% per Maret '24. Berapa harga skrg?;0;0;0;0;in;761195276;1,78734E+18;satyasuryawan;https://twitter.com/satyasuryawan/status/1787336745899716648
Mon May 06 04:16:18 +0000 2024;1,78734E+18;Aku personally lebih cenderung memilih child free karena negara gagal untuk mengontrol inflasi untuk memenuhi kebutuhan dasar, seperti pangan murah berkualitas, harga rumah yang terjangkau maupun jaminan keamanan untuk penyewa, dan kebutuhan mendasar lainnya.;7;2;47;164;in;8,14295E+17;1,78734E+18;safaracathasa;https://twitter.com/safaracathasa/status/1787335556407710179
Mon May 06 03:30:48 +0000 2024;1,78732E+18;@rosi_neldasari Yang perlu saya garis bawahi adalah tentang 'Harga Pangan yang Meroket!';0;0;0;1;in;267334921;1,78679E+18;antonioardoko;https://twitter.com/antonioardoko/status/1787324105496429044
Mon May 06 03:28:58 +0000 2024;1,78732E+18;Badan Pangan Nasional Pastikan Harga dan Stock Pangan Aman Pasca Lebaran 2024 https://t.co/dTaQPslSRG;0;0;0;0;in;1438565702;1,78732E+18;bendo_nhica;https://twitter.com/bendo_nhica/status/1787323646341775579
Mon May 06 03:28:58 +0000 2024;1,78732E+18;Badan Pangan Nasional Pastikan Harga dan Stock Pangan Aman Pasca Lebaran 2024 https://t.co/1CgQLKNMN0;0;1;0;0;in;1438565702;1,78732E+18;bendo_nhica;https://twitter.com/bendo_nhica/status/1787323642961068438
Mon May 06 03:28:57 +0000 2024;1,78732E+18;Badan Pangan Nasional Pastikan Harga dan Stock Pangan Aman Pasca Lebaran 2024 https://t.co/daYUsRtv4Y;0;1;0;0;in;1438565702;1,78732E+18;bendo_nhica;https://twitter.com/bendo_nhica/status/1787323639584772206
Mon May 06 03:28:56 +0000 2024;1,78732E+18;Badan Pangan Nasional Pastikan Harga dan Stock Pangan Aman Pasca Lebaran 2024 https://t.co/nU9B7VtuLD;0;1;0;0;in;1438565702;1,78732E+18;bendo_nhica;https://twitter.com/bendo_nhica/status/1787323636413800632
Mon May 06 03:28:55 +0000 2024;1,78732E+18;Badan Pangan Nasional Pastikan Harga dan Stock Pangan Aman Pasca Lebaran 2024 https://t.co/5jaoNB9eD4;0;1;0;0;in;1438565702;1,78732E+18;bendo_nhica;https://twitter.com/bendo_nhica/status/1787323632668287402
Mon May 06 03:12:27 +0000 2024;1,78732E+18;Babinsa Koramil 02/Abanteng kodim 1621/TTS , Serda Jumadi MIT  turun ke pasar tradisional Niki-Niki untuk mengecek harga bahan pokok dalam rangka mendukung program ketahanan pangan nasional Senin (06/05/2024)  #tniprima#profesional#responsif#integratif#modern#adaptif https://t.co/aGMjhsr1W6;0;0;0;1;in;1,6974E+18;1,78732E+18;purnayata34630;https://twitter.com/purnayata34630/status/1787319486519067134
Mon May 06 02:04:31 +0000 2024;1,7873E+18;Halo #SobatBUMNSebagai upaya dalam menjaga stabilitas harga pangan, @ppitradelog secara rutin berpartisipasi untuk mendukung program Gerakan Pangan Murah (GPM) yang diinisiasi oleh Badan Pangan Nasional #GerakanPanganMurahPPI #PerusahaanPerdaganganIndonesia https://t.co/VKrpjqPvuo;0;0;0;0;in;1,43195E+18;1,7873E+18;BUMNSerangJitu;https://twitter.com/BUMNSerangJitu/status/1787302393622978638
Mon May 06 02:04:19 +0000 2024;1,7873E+18;@Catatan_ali7 Jangan COBLOS ! Munafik ini orang ! Kayak gini mau jadi gubernur ??? ANCUR !! Nanti kerjanya kayak bapaknyaaa anehhh alasan harga pangan naik karna petani mudik;0;0;0;0;in;1,73014E+18;1,78726E+18;Renezance201;https://twitter.com/Renezance201/status/1787302340799922602
Mon May 06 01:52:25 +0000 2024;1,7873E+18;mba, tolong bilangin bapaknya mas itu, suruh menteri sama staffnya kerja. paling tidak stabilkan harga bahan pangan deh. nih buibu pada heboh harga bawang meroket.;0;0;0;1;in;1,11183E+18;1,7873E+18;Kenawhy7;https://twitter.com/Kenawhy7/status/1787299348923175031
Mon May 06 01:33:35 +0000 2024;1,78729E+18;Harga Pangan Hari Ini 6 Mei: Beras, Telur dan Minyak Goreng Kompak Naik https://t.co/4tztMGtjTM;0;0;0;1;in;118646322;1,78729E+18;Bisniscom;https://twitter.com/Bisniscom/status/1787294607145124288
Mon May 06 01:13:06 +0000 2024;1,78729E+18;@quintta1217 yg penting nilainya bos  bandingkan harga bahan pangan yg sama di indo dengan us;0;0;0;0;in;1,30315E+18;1,78709E+18;yohan18921611;https://twitter.com/yohan18921611/status/1787289452986954168
Mon May 06 00:38:16 +0000 2024;1,78728E+18;Klo pemerintah tidak bisa menurunkan harga kebutuhan dapur dan pangan bakal banyak pabrik yg tutup di karenakan masyarakat hanya mementingkan buat beli kebutuhan dapur dari pada membeli sandang papan...;0;0;0;0;in;1,4253E+18;1,78728E+18;AtaverHerman;https://twitter.com/AtaverHerman/status/1787280685604237615
Mon May 06 00:12:06 +0000 2024;1,78727E+18;Harga Pangan Hari Ini, Gula Pasir Masih Terus Naik https://t.co/w0MTRLski0;0;0;0;0;in;1,58297E+18;1,78727E+18;BloombergTZ;https://twitter.com/BloombergTZ/status/1787274103726174603
Mon May 06 00:01:10 +0000 2024;1,78727E+18;soalnya seseorang pasti gak akan berkorban biaya yg besar utk menuhin kebutuh primer pangan, also variabel harga masih jadi perhitungan dalam keputusan pembelian;0;0;0;0;in;399272557;1,78727E+18;imogaej;https://twitter.com/imogaej/status/1787271351700742272
Sun May 05 23:21:00 +0000 2024;1,78726E+18;Harga beras Bulog Stabilisasi Pasokan dan Harga Pangan (SPHP) naik per 1 Mei 2024.   https://t.co/T0mukTvEP5;1;0;1;1;in;1,57521E+18;1,78726E+18;AndreasNicko4;https://twitter.com/AndreasNicko4/status/1787261241460957419
Sun May 05 23:08:06 +0000 2024;1,78726E+18;Harga beras Bulog Stabilisasi Pasokan dan Harga Pangan (SPHP) naik per 1 Mei 2024. https://t.co/iCRKJHYTSx;0;0;0;0;in;135795460;1,78726E+18;detikfinance;https://twitter.com/detikfinance/status/1787257996302487779
Sun May 05 22:59:33 +0000 2024;1,78726E+18;@rosi_neldasari Sukses membayar hutang negara lbh banyak dr presiden sebelum nya Sukses menyenangkan hati para petani walaupun harga pangan harus meroket Sukses mengurangi kemacetan saat mudik dg membangun tol  Semua pemimpin pasti ada kurang dan lebihnya;0;0;0;0;in;1407880561;1,78679E+18;Pitty101791;https://twitter.com/Pitty101791/status/1787255845589545223
Sun May 05 21:48:31 +0000 2024;1,78724E+18;@Heraloebss Deket sekali dgn Istana Negara.. rumah Tinggal Pak Presiden @jokowi . Buat Pak @prabowo  dan Mas @gibran_tweet  ini kenyataan Bahwa Rakyat  Untuk Makan saja sulit di tengah Harga Pangan yg Tinggi.. mereka tidak dapat Memilih untuk lahir di Negara yg makmur atau tidak;0;0;0;0;in;596108393;1,78709E+18;enot_inot;https://twitter.com/enot_inot/status/1787237970065682779
Sun May 05 19:04:17 +0000 2024;1,7872E+18;@Dahnilanzar @prabowo Yang harus di pikirin kedepan itu harga pangan dan bbm harus stabil dan tersedianya lapangan kerja buat anak muda malah mikirin club club ga jelas bego dsr @prabowo;0;0;0;0;in;1,32683E+18;1,78692E+18;AdrianZulfikar6;https://twitter.com/AdrianZulfikar6/status/1787196635254263859
Sun May 05 17:31:57 +0000 2024;1,78717E+18;@ike_hw71 Terus Up sampai UU-Perampasan Asset PELAKU TIPIKOR dan Hukuman Mati bagi Koruptor disahkan DPR-RI, BERANTAS KORUPSI biar Harga Pangan Murah, Pendidikan Dasar-Menengah bisa GRATIS dan Indonesia Kaya Raya;0;0;0;1;in;1,73137E+18;1,78664E+18;khathulistiwa77;https://twitter.com/khathulistiwa77/status/1787173399246303581
Sun May 05 16:44:54 +0000 2024;1,78716E+18;@KompasTV Impor terus tp harga beras ttp mahal!!  Mana omongan jokowi pas 2019 bahwa kita akan stop impor pangan, stop impor beras,  Dasar bajingan semua!!;0;0;0;0;in;3390678679;1,78703E+18;ArmedGosheven;https://twitter.com/ArmedGosheven/status/1787161562358378595
Sun May 05 16:28:11 +0000 2024;1,78716E+18;@JamalBoegis Kita Negara Agraris, harga pangan mahal  Negara Maritim, Harga Ikan juga mahal. Negara kaya akan tambang minyak, BBM juga masih saja mahal. Punya kebun sawit terluas di ASEAN, Harga Minyak goreng masih saja selangit... Banyak orang pandai, Masih saja berhutang. Siapa yang salah?;0;0;0;1;in;7,32115E+17;1,787E+18;cahayafikiran;https://twitter.com/cahayafikiran/status/1787157354460610956
Sun May 05 15:45:56 +0000 2024;1,78715E+18;@rosi_neldasari Terima kasih bapak Jokowi yg sudah memajukan Indonesia dgn berbagai pembangunan dibanyak bidang, harga pangan naik menjadikan petani bersuka cita, infrastruktur menjadikan akses keberbagai kota jd lebih cepat, pendidikan n kesehatan gratis, terima kasih 👍;0;0;0;0;in;1,76944E+18;1,78679E+18;tanoyo7902;https://twitter.com/tanoyo7902/status/1787146718922072548
Sun May 05 15:03:00 +0000 2024;1,78714E+18;Rekomendasi WHO memang melihat POV kondisi setiap negara di dunia. Salah satunya adalah kemudahan akses kepada bahan pangan tersebut (jumlah barang, harga, air bersih, dsb). Ini yang kerap dilupakan.;0;0;6;13;in;51937357;1,78714E+18;irasjafii;https://twitter.com/irasjafii/status/1787135915720401014
Sun May 05 13:53:14 +0000 2024;1,78712E+18;Halo #SobatBUMN Sebagai upaya dalam menjaga stabilitas harga pangan, @ppitradelog secara rutin berpartisipasi untuk mendukung program Gerakan Pangan Murah (GPM) yang diinisiasi oleh Badan Pangan Nasional/ National Food Agency (NFA) sejak tahun 2023 lalu demi menjaga ketersediaan https://t.co/n3iui4OFf3;0;1;0;0;in;1,43182E+18;1,78712E+18;bumnpwtjitu;https://twitter.com/bumnpwtjitu/status/1787118360473563245
Sun May 05 11:54:31 +0000 2024;1,78709E+18;@rosi_neldasari Sukses membangun kerajaan dinastinya Sukses menciptakan 10jt lapangan kerja utk RRC Sukses menciptakan harga pangan meroket Sukses mengacak acak demokrasi  Sukses mengantarkan anaknya jd wapres lewat jalur haram konstitusi Adalagi tambahannya geess⁉️ https://t.co/JqvRfOrfvm;0;0;0;0;in;1,26427E+18;1,78679E+18;samahx99;https://twitter.com/samahx99/status/1787088484139983139
Sun May 05 11:03:30 +0000 2024;1,78708E+18;@Fahrihamzah Dikunjungi si Anu, dirasa bangga krn suatu perhatian.. Agar tak tampak kecewa dg hasil dibawah 4% dan sbentar lagi harga pangan naik, subsidi bbm dihapus dan pajak jd 12% Dibalik histeris itu bakal ada keluhan. Salam Berkelanjutan.;0;0;0;0;in;1,20282E+18;1,7863E+18;shmustofayahoo1;https://twitter.com/shmustofayahoo1/status/1787075643630563829
Sun May 05 11:02:57 +0000 2024;1,78708E+18;@tomahawkriders @denni_sauya Pertanyaannya kontribusi bagi peningkatan kesejahtraan rakyat itu apa bang bro dgn kenaikan harga bahan pangan, kelangkaan pupuk dll ya  Lihat tuh indeks kesejahtraan rakyat secara keseluruhan dari timur sampai barat  Jangan hanya dalam pembukuan bro;0;1;0;0;in;1,47393E+18;1,78707E+18;SomarwaneSefnat;https://twitter.com/SomarwaneSefnat/status/1787075505650651291
Sun May 05 10:00:25 +0000 2024;1,78706E+18;@KompasTV Impor terussssss.. katanya negara kaya akan pangan 🤣 yg bikin harga mahal yaaaa dia dia juga 🤣;0;0;0;1;in;47298154;1,78703E+18;ikhsanamakoe;https://twitter.com/ikhsanamakoe/status/1787059770719126015
Sun May 05 09:38:54 +0000 2024;1,78705E+18;@papa_loren Bapak sama anak kelakuannya sama² ngga nyambung. Yg satu harga pangan bermasalah malah beli dagangan buat dibagi gratis, yg satu orang lagi boikot malah umroh sambil nyeruin boikot pake produk haram;0;0;0;1;in;9,33199E+17;1,78703E+18;MochammadIslam;https://twitter.com/MochammadIslam/status/1787054353511284739
Sun May 05 09:18:05 +0000 2024;1,78705E+18;Minggu ini banyak event dg antusiame luar biasa:  Final Uber Cup &amp  Final Thomas cup 2024 Madrid juara La Liga kerana Barcelona kalah Girona tancap sejarah kali pertama masuk UCL Ipswich yg promosi ke EPL  Btw neh anak kena epek Revolusi mental ataw epek naiknya harga pangan yak? https://t.co/hOzv5I2IaR;0;0;0;0;in;1,65003E+18;1,78705E+18;5lamate;https://twitter.com/5lamate/status/1787049117266702795
Sun May 05 09:08:59 +0000 2024;1,78705E+18;Badan Pangan Nasional (Bapanas) memutuskan untuk menaikkan harga beras Bulog SPHP (Stabilisasi Pasokan dan Harga Pangan). https://t.co/PkbAcpMADd;0;0;0;1;in;135795460;1,78705E+18;detikfinance;https://twitter.com/detikfinance/status/1787046826966749464
Sun May 05 09:07:17 +0000 2024;1,78705E+18;@opposite6892 Kelakuan sama kyk Bapaknya, turun ke pasar bukannya ngasih solusi ttg kenaikan harga bahan pangan atau kesusahan utk pangan malah beli dagangan warga utk dibagikan cuma cuma doang. Bodoh ternyata menular gini ya;0;0;0;0;in;9,33199E+17;1,78699E+18;MochammadIslam;https://twitter.com/MochammadIslam/status/1787046397478674438
Sun May 05 08:56:01 +0000 2024;1,78704E+18;@ABjodohComeback Potret buram rakyat yg makin hari makin kejepit dngn harga pangan yg mulai tak terkendali dan susah ny mencari pekerjaan..  Disatu sisi liat pejabat dngn segala kemewahannya..  Dan ini nyata bnyk terjadi disekitar kita..;0;1;0;1;in;1,39286E+18;1,78695E+18;cha_malla;https://twitter.com/cha_malla/status/1787043561537692093
Sun May 05 08:19:07 +0000 2024;1,78703E+18;Perum Bulog resmi menaikkan harga jual beras Stabilisasi Pasokan dan Harga Pangan (SPHP) atau beras bulog per 1 Mei 2024. #bisnisupdate #update #Bisnis #text https://t.co/3wRJSQTkfr;0;1;1;3;in;7,59693E+17;1,78703E+18;kumparan;https://twitter.com/kumparan/status/1787034275063443686
Sun May 05 08:06:08 +0000 2024;1,78703E+18;Harga Komoditas Pangan Cenderung Turun, Daging Sapi Justru Naik https://t.co/WfmH5eov7y;0;0;0;1;in;1,58297E+18;1,78703E+18;BloombergTZ;https://twitter.com/BloombergTZ/status/1787031009781063735
Sun May 05 07:32:49 +0000 2024;1,78702E+18;@rosi_neldasari RI dijajah Cino Rakyat dicekik pajak Rakyat dicekik harga pangan Rakyat melarat ngga boleh ngimpi kuliah Gurita mafia di segala sendi kehidupan;0;0;0;0;in;1,65471E+18;1,78679E+18;cenytha2115501;https://twitter.com/cenytha2115501/status/1787022624675205244
